age,ed,employ,address,income,debtinc,creddebt,othdebt,default
0.6985445990692619,1.4066113738846153,1.2943129693365536,0.5473923864331589,3.577426875021219,-0.1407976269105354,4.6348313014250175,0.5936917571308178,1
-0.9043252463041069,-0.7871861817152437,0.242200568913675,-0.33279445239504457,-0.40492528605063033,1.0318179452176615,-0.09044394266606333,0.2869194656401729,0
0.5840538958283069,-0.7871861817152437,0.9937094263585883,-0.18609664592367733,-1.9514699305435442e-16,-0.697790023671429,-0.3296701035638842,-0.27069345537652856,0
0.6985445990692619,-2.4356045575933505e-16,0.9937094263585883,0.8407879993758934,2.039415005917608,-1.0788900846130929,0.5223686985779744,-0.6809098104096303,0
-1.2477973560269717,0.3097125960846859,-0.9602136029981863,-1.212981291223248,-0.48731877903832377,1.0318179452176615,0.11054730518916671,-0.0005006114411990987,1
0.6985445990692619,0.3097125960846859,-0.5093082885312382,-0.47949225886641184,-0.5697122720260173,-0.00887837504611348,-0.5486890895220089,-0.27423204686557784,0
0.4695631925873521,-0.7871861817152437,1.7452182838035015,0.10729896701905717,-1.9514699305435442e-16,2.9812913338807885,1.077817390079747,4.1427903516440905,0
-8.135053749992588e-16,-0.7871861817152437,0.5428041118916404,0.4006945799617917,-0.212673802412679,-0.9762862220518758,-0.673522467117754,-0.553633751731506,0
-1.2477973560269717,-0.7871861817152437,-0.8099118315092035,-0.6261900653377791,-0.734499258001404,2.072514265481436,-0.09226557562399712,0.06679746297866544,1
0.1260910828644873,-0.7871861817152437,-1.2608171459761515,0.6940901929045262,-0.5697122720260173,1.3836026168561202,0.5786058260649938,-0.2772759965335773,0
-0.9043252463041069,-0.7871861817152437,-1.2608171459761515,-1.0662834847518807,-0.8168927509890975,-1.2547824204323226,-0.6480366214789904,-0.9036636119540901,0
-1.1333066527860167,-0.7871861817152437,-0.6596100600202209,-1.212981291223248,-0.6246412673511462,-0.7417631076262363,-0.615024132554773,-0.6436628246921227,0
1.957942334719766,-0.7871861817152437,2.346425369759432,0.8407879993758934,0.5014031368139974,-0.038193764349318295,1.1230632739747082,-0.1789259827605175,0
0.2405817861054422,-0.7871861817152437,-0.3590065170422556,0.10729896701905717,-0.4598542813757593,0.8852409987016367,0.07673554762668604,-0.014339928606758142,0
1.4999795217559464,-0.7871861817152437,2.045821826781467,0.9874858058472606,1.4901250526663186,-0.17011301621374048,1.0162893027247695,0.7117032505994192,0
0.1260910828644873,0.3097125960846859,0.09189879742469236,-0.33279445239504457,0.08943567187553025,-0.2434014894717528,-0.3478954136897204,0.10296932567343567,1
